job_id,trader_id,seeker_id,job_type,skill_required,status,trader_rating,seeker_rating,amount_paid,economic_context,created_at,updated_at
JOB_07822,T_100576,S_500126,Full-time,Logistics,Paid,4,2,8684.5,Normal,2026-02-25 21:47:39.271856,2026-02-26 08:47:39.271856
JOB_07823,T_100966,S_504842,Part-time,Driving,Paid,4,4,8578.85,Normal,2026-03-29 21:47:39.273957,2026-03-30 07:47:39.273957
JOB_07824,T_100602,S_503016,Full-time,Stock Counting,Paid,2,4,10572.72,Normal,2026-03-16 21:47:39.276161,2026-03-17 07:47:39.276161
JOB_07825,T_100058,S_502879,On-call,Driving,Paid,2,2,11583.37,Normal,2026-03-29 21:47:39.278066,2026-03-30 19:47:39.278066
JOB_07826,T_100216,S_500616,On-call,Heavy Lifting,Paid,4,5,8799.24,Normal,2026-03-10 21:47:39.279843,2026-03-11 02:47:39.279843
JOB_07827,T_100610,S_500974,One-off,Heavy Lifting,Paid,3,3,4967.82,Normal,2026-02-27 21:47:39.281624,2026-02-28 15:47:39.281624
JOB_07828,T_100316,S_500831,On-call,Sales,Paid,5,1,8229.85,Normal,2026-03-02 21:47:39.284338,2026-03-03 08:47:39.284338
JOB_07829,T_100183,S_503454,One-off,Heavy Lifting,Paid,2,3,6188.13,Normal,2026-04-08 21:47:39.286784,2026-04-09 19:47:39.286784
JOB_07830,T_100344,S_501274,Part-time,Heavy Lifting,Paid,3,1,5895.14,Normal,2026-03-26 21:47:39.288947,2026-03-27 07:47:39.288947
JOB_07831,T_100457,S_504552,One-off,Driving,Paid,4,4,6870.99,Normal,2026-03-30 21:47:39.291078,2026-03-31 19:47:39.291078
JOB_07832,T_100128,S_504672,On-call,Stock Counting,Paid,4,5,7178.63,Normal,2026-03-13 21:47:39.293163,2026-03-14 13:47:39.293163
JOB_07833,T_100260,S_502496,Part-time,Packaging,Paid,1,1,9843.06,Normal,2026-02-14 21:47:39.294966,2026-02-15 18:47:39.294966
JOB_07834,T_100537,S_504389,On-call,Stock Counting,Paid,3,1,4129.57,Normal,2026-02-26 21:47:39.296764,2026-02-27 06:47:39.296764
JOB_07835,T_100262,S_504113,Full-time,Sales,Paid,1,2,11219.27,Fuel_Scarcity,2026-03-06 21:47:39.298570,2026-03-07 19:47:39.298570
JOB_07836,T_100521,S_503742,Full-time,Sales,Paid,3,5,5188.3,Fuel_Scarcity,2026-03-07 21:47:39.301311,2026-03-08 18:47:39.301311
JOB_07837,T_100866,S_502191,One-off,Heavy Lifting,Paid,5,2,2913.45,Normal,2026-02-21 21:47:39.303495,2026-02-22 06:47:39.303495
JOB_07838,T_100239,S_504744,On-call,Sales,Paid,1,1,10222.05,Normal,2026-04-27 21:47:39.305597,2026-04-28 11:47:39.305597
JOB_07839,T_100869,S_500824,Full-time,Stock Counting,Paid,3,5,8462.95,Fuel_Scarcity,2026-03-23 21:47:39.308515,2026-03-24 05:47:39.308515
JOB_07840,T_100749,S_504535,Full-time,Logistics,Paid,3,2,10975.96,Normal,2026-04-25 21:47:39.311518,2026-04-26 09:47:39.311518
JOB_07841,T_100928,S_500114,Part-time,Driving,Paid,4,1,6999.06,Normal,2026-03-31 21:47:39.313728,2026-04-01 08:47:39.313728
JOB_07842,T_100273,S_503014,Full-time,Sales,Paid,1,2,3896.96,Normal,2026-03-14 21:47:39.315897,2026-03-15 01:47:39.315897
JOB_07843,T_100115,S_503886,One-off,Logistics,Paid,3,3,2896.36,Normal,2026-02-22 21:47:39.319596,2026-02-23 10:47:39.319596
JOB_07844,T_100927,S_504965,One-off,Logistics,Paid,2,3,5129.05,Normal,2026-04-22 21:47:39.322363,2026-04-23 03:47:39.322363
JOB_07845,T_100518,S_501325,Full-time,Driving,Paid,2,5,6036.16,Normal,2026-04-28 21:47:39.324616,2026-04-29 09:47:39.324616
JOB_07846,T_100404,S_503230,One-off,Driving,Paid,5,2,7069.31,Rainy_Day,2026-05-07 21:47:39.326413,2026-05-08 18:47:39.326413
JOB_07847,T_100179,S_501943,Full-time,Packaging,Paid,4,1,11639.41,Rainy_Day,2026-05-06 21:47:39.328207,2026-05-07 18:47:39.328207
JOB_07848,T_100311,S_503462,On-call,Logistics,Paid,1,4,11519.62,Normal,2026-03-30 21:47:39.329991,2026-03-31 02:47:39.329991
JOB_07849,T_100336,S_504167,Part-time,Sales,Paid,2,5,6634.99,Normal,2026-04-02 21:47:39.331768,2026-04-03 13:47:39.331768
JOB_07850,T_100578,S_502309,Part-time,Logistics,Paid,4,4,7555.14,Rainy_Day,2026-03-30 21:47:39.334513,2026-03-31 06:47:39.334513
JOB_07851,T_100509,S_500808,One-off,Sales,Paid,4,2,11868.36,Fuel_Scarcity,2026-02-24 21:47:39.336754,2026-02-25 16:47:39.336754
JOB_07852,T_100474,S_504547,Part-time,Stock Counting,Paid,5,1,8167.44,Fuel_Scarcity,2026-04-04 21:47:39.338945,2026-04-05 04:47:39.338945
JOB_07853,T_100808,S_500665,Full-time,Packaging,Paid,2,3,4462.88,Normal,2026-02-16 21:47:39.340893,2026-02-17 06:47:39.340893
JOB_07854,T_100295,S_501160,One-off,Stock Counting,Paid,4,3,6185.36,Normal,2026-04-22 21:47:39.342677,2026-04-23 18:47:39.342677
JOB_07855,T_100298,S_500282,On-call,Stock Counting,Paid,2,4,5296.99,Normal,2026-02-12 21:47:39.344452,2026-02-13 16:47:39.344452
JOB_07856,T_100864,S_504375,Full-time,Driving,Paid,2,5,3501.28,Fuel_Scarcity,2026-02-20 21:47:39.346234,2026-02-21 07:47:39.346234
JOB_07857,T_100834,S_500107,Part-time,Packaging,Paid,5,4,11153.79,Rainy_Day,2026-04-03 21:47:39.348010,2026-04-04 01:47:39.348010
JOB_07858,T_100143,S_500359,Part-time,Sales,Paid,2,1,5449.45,Normal,2026-04-03 21:47:39.350423,2026-04-04 19:47:39.350423
JOB_07859,T_100484,S_503897,One-off,Packaging,Paid,5,5,11772.36,Normal,2026-04-22 21:47:39.352840,2026-04-23 17:47:39.352840
JOB_07860,T_100574,S_502718,Full-time,Driving,Paid,4,2,4993.78,Rainy_Day,2026-02-24 21:47:39.355001,2026-02-25 05:47:39.355001
JOB_07861,T_100054,S_500109,Full-time,Stock Counting,Paid,5,4,2922.24,Normal,2026-02-12 21:47:39.356798,2026-02-13 17:47:39.356798
JOB_07862,T_100655,S_503212,One-off,Packaging,Paid,3,3,5290.87,Fuel_Scarcity,2026-04-02 21:47:39.358584,2026-04-03 17:47:39.358584
JOB_07863,T_100795,S_501714,On-call,Driving,Paid,3,3,7466.26,Normal,2026-02-18 21:47:39.360357,2026-02-19 18:47:39.360357
JOB_07864,T_100483,S_500363,Full-time,Stock Counting,Paid,2,4,8931.85,Normal,2026-04-26 21:47:39.362132,2026-04-27 07:47:39.362132
JOB_07865,T_100871,S_501989,One-off,Sales,Paid,2,1,9236.66,Normal,2026-02-18 21:47:39.363903,2026-02-19 07:47:39.363903
JOB_07866,T_100243,S_501207,On-call,Logistics,Paid,3,1,7855.34,Normal,2026-03-14 21:47:39.365677,2026-03-15 03:47:39.365677
JOB_07867,T_100303,S_502643,On-call,Driving,Paid,2,5,11207.75,Rainy_Day,2026-03-03 21:47:39.368987,2026-03-04 14:47:39.368987
JOB_07868,T_100367,S_501491,One-off,Packaging,Paid,4,4,3162.77,Normal,2026-04-18 21:47:39.371374,2026-04-19 02:47:39.371374
JOB_07869,T_100444,S_501669,Full-time,Heavy Lifting,Paid,1,2,11712.68,Fuel_Scarcity,2026-04-15 21:47:39.373229,2026-04-16 04:47:39.373229
JOB_07870,T_100855,S_503479,On-call,Heavy Lifting,Paid,4,5,8801.58,Rainy_Day,2026-03-12 21:47:39.375023,2026-03-13 08:47:39.375023
JOB_07871,T_100532,S_500865,Part-time,Stock Counting,Paid,2,5,8093.52,Rainy_Day,2026-02-18 21:47:39.376808,2026-02-19 10:47:39.376808
JOB_07872,T_100125,S_502244,Part-time,Stock Counting,Paid,5,1,5796.98,Fuel_Scarcity,2026-03-17 21:47:39.378605,2026-03-18 12:47:39.378605
JOB_07873,T_100694,S_500714,On-call,Sales,Paid,3,2,10771.27,Normal,2026-05-09 21:47:39.380387,2026-05-10 21:47:39.380387
JOB_07874,T_100358,S_503969,Part-time,Packaging,Paid,4,3,8224.17,Normal,2026-02-28 21:47:39.382161,2026-03-01 16:47:39.382161
JOB_07875,T_100879,S_504135,One-off,Heavy Lifting,Paid,3,2,4384.75,Rainy_Day,2026-02-13 21:47:39.385280,2026-02-14 07:47:39.385280
JOB_07876,T_100593,S_504913,Part-time,Packaging,Paid,4,1,9109.01,Normal,2026-04-02 21:47:39.389513,2026-04-03 16:47:39.389513
JOB_07877,T_100599,S_502348,Part-time,Sales,Paid,5,2,9215.15,Rainy_Day,2026-04-01 21:47:39.391819,2026-04-02 02:47:39.391819
JOB_07878,T_100605,S_502213,Full-time,Driving,Paid,5,3,11493.34,Fuel_Scarcity,2026-03-31 21:47:39.393978,2026-04-01 20:47:39.393978
JOB_07879,T_100496,S_501697,On-call,Packaging,Paid,3,2,11231.93,Normal,2026-04-18 21:47:39.396121,2026-04-19 04:47:39.396121
JOB_07880,T_100422,S_500337,On-call,Sales,Paid,4,1,4655.59,Fuel_Scarcity,2026-05-03 21:47:39.398254,2026-05-04 03:47:39.398254
JOB_07881,T_100376,S_502728,Part-time,Logistics,Paid,5,1,10864.89,Normal,2026-04-30 21:47:39.400754,2026-05-01 16:47:39.400754
JOB_07882,T_100822,S_500935,Full-time,Packaging,Paid,5,2,8862.02,Rainy_Day,2026-03-20 21:47:39.403984,2026-03-21 03:47:39.403984
JOB_07883,T_100264,S_500668,Part-time,Sales,Paid,2,4,8816.03,Rainy_Day,2026-04-24 21:47:39.406202,2026-04-25 18:47:39.406202
JOB_07884,T_100968,S_503771,On-call,Logistics,Paid,4,3,6897.35,Normal,2026-03-28 21:47:39.408341,2026-03-29 02:47:39.408341
JOB_07885,T_100573,S_501041,On-call,Heavy Lifting,Paid,2,4,8869.1,Normal,2026-04-17 21:47:39.410464,2026-04-18 02:47:39.410464
JOB_07886,T_100938,S_504460,Full-time,Logistics,Paid,1,5,11629.66,Normal,2026-03-30 21:47:39.412581,2026-03-31 16:47:39.412581
JOB_07887,T_100354,S_502200,Full-time,Driving,Paid,4,2,3410.04,Normal,2026-04-01 21:47:39.414695,2026-04-02 11:47:39.414695
JOB_07888,T_100457,S_504914,On-call,Packaging,Paid,2,4,9928.15,Fuel_Scarcity,2026-03-03 21:47:39.417634,2026-03-04 05:47:39.417634
JOB_07889,T_100370,S_503891,One-off,Heavy Lifting,Paid,1,2,8885.2,Fuel_Scarcity,2026-05-07 21:47:39.419959,2026-05-08 13:47:39.419959
JOB_07890,T_100341,S_503292,One-off,Driving,Paid,2,5,4820.17,Normal,2026-04-10 21:47:39.422121,2026-04-11 07:47:39.422121
JOB_07891,T_100381,S_503201,On-call,Heavy Lifting,Paid,1,2,5110.41,Rainy_Day,2026-05-09 21:47:39.424277,2026-05-10 02:47:39.424277
JOB_07892,T_100757,S_503531,Full-time,Sales,Paid,4,1,9160.79,Rainy_Day,2026-04-15 21:47:39.426386,2026-04-16 12:47:39.426386
JOB_07893,T_100367,S_502689,Part-time,Logistics,Paid,2,5,11901.89,Normal,2026-04-03 21:47:39.428494,2026-04-04 12:47:39.428494
JOB_07894,T_100468,S_500506,Part-time,Stock Counting,Paid,2,1,11779.62,Normal,2026-05-08 21:47:39.430594,2026-05-09 13:47:39.430594
JOB_07895,T_100671,S_503648,Full-time,Heavy Lifting,Paid,2,3,2309.52,Normal,2026-03-23 21:47:39.433253,2026-03-24 04:47:39.433253
JOB_07896,T_100545,S_504771,Part-time,Sales,Paid,4,4,5543.73,Normal,2026-03-20 21:47:39.435973,2026-03-21 15:47:39.435973
JOB_07897,T_100367,S_502483,Part-time,Packaging,Paid,3,4,5729.45,Normal,2026-03-06 21:47:39.438086,2026-03-07 10:47:39.438086
JOB_07898,T_100927,S_500721,On-call,Stock Counting,Paid,2,4,7645.76,Rainy_Day,2026-03-22 21:47:39.440182,2026-03-23 06:47:39.440182
JOB_07899,T_100838,S_503679,Part-time,Heavy Lifting,Paid,4,4,5852.51,Fuel_Scarcity,2026-03-15 21:47:39.442296,2026-03-16 03:47:39.442296
JOB_07900,T_100716,S_504674,Full-time,Driving,Paid,1,5,9658.78,Fuel_Scarcity,2026-04-20 21:47:39.444406,2026-04-21 11:47:39.444406
JOB_07901,T_100512,S_502335,Part-time,Logistics,Paid,5,5,8900.25,Fuel_Scarcity,2026-03-04 21:47:39.446511,2026-03-05 16:47:39.446511
JOB_07902,T_100909,S_502084,Full-time,Logistics,Paid,3,3,11216.53,Normal,2026-03-23 21:47:39.448619,2026-03-24 10:47:39.448619
JOB_07903,T_100783,S_503615,On-call,Driving,Paid,1,5,2080.16,Normal,2026-03-11 21:47:39.452030,2026-03-12 04:47:39.452030
JOB_07904,T_100628,S_503308,Part-time,Driving,Paid,2,1,2882.9,Normal,2026-03-28 21:47:39.454253,2026-03-29 08:47:39.454253
JOB_07905,T_100400,S_504984,Part-time,Packaging,Paid,4,4,2516.28,Normal,2026-03-11 21:47:39.456404,2026-03-12 08:47:39.456404
JOB_07906,T_100468,S_504756,On-call,Sales,Paid,2,5,7626.64,Normal,2026-05-01 21:47:39.458530,2026-05-02 15:47:39.458530
JOB_07907,T_100104,S_501097,Full-time,Packaging,Paid,1,4,10693.92,Normal,2026-02-22 21:47:39.460641,2026-02-23 21:47:39.460641
JOB_07908,T_100079,S_502045,One-off,Stock Counting,Paid,5,4,5638.84,Normal,2026-02-27 21:47:39.462750,2026-02-28 07:47:39.462750
JOB_07909,T_100511,S_500322,One-off,Packaging,Paid,3,2,2621.84,Rainy_Day,2026-03-18 21:47:39.465568,2026-03-19 18:47:39.465568
JOB_07910,T_100792,S_501749,On-call,Heavy Lifting,Paid,5,1,5401.33,Fuel_Scarcity,2026-04-16 21:47:39.470235,2026-04-17 12:47:39.470235
JOB_07911,T_100622,S_501124,On-call,Driving,Paid,4,4,8894.55,Normal,2026-04-20 21:47:39.472908,2026-04-21 05:47:39.472908
JOB_07912,T_100018,S_501893,Part-time,Sales,Paid,5,5,5232.4,Rainy_Day,2026-04-18 21:47:39.475573,2026-04-19 14:47:39.475573
JOB_07913,T_100114,S_500423,Full-time,Driving,Paid,3,2,5941.02,Normal,2026-03-20 21:47:39.478241,2026-03-21 18:47:39.478241
JOB_07914,T_100116,S_504829,Full-time,Sales,Paid,3,3,6432.12,Normal,2026-02-19 21:47:39.481057,2026-02-20 09:47:39.481057
JOB_07915,T_100204,S_502827,On-call,Stock Counting,Paid,1,3,5918.25,Normal,2026-04-30 21:47:39.483735,2026-05-01 12:47:39.483735
JOB_07916,T_100005,S_501112,Part-time,Driving,Paid,1,1,11408.84,Normal,2026-02-24 21:47:39.486357,2026-02-25 03:47:39.486357
JOB_07917,T_100062,S_501876,Full-time,Heavy Lifting,Paid,2,3,8342.62,Normal,2026-05-05 21:47:39.488500,2026-05-06 01:47:39.488500
JOB_07918,T_100703,S_500475,One-off,Packaging,Paid,2,2,3753.86,Rainy_Day,2026-04-02 21:47:39.490598,2026-04-03 05:47:39.490598
JOB_07919,T_100984,S_500829,Full-time,Stock Counting,Paid,4,4,7959.31,Fuel_Scarcity,2026-03-30 21:47:39.492701,2026-03-31 03:47:39.492701
JOB_07920,T_100222,S_504325,Part-time,Heavy Lifting,Paid,5,3,10882.06,Normal,2026-03-13 21:47:39.494801,2026-03-14 15:47:39.494801
JOB_07921,T_100258,S_502686,Full-time,Packaging,Paid,5,3,4880.05,Rainy_Day,2026-03-28 21:47:39.496829,2026-03-29 21:47:39.496829
JOB_07922,T_100501,S_501943,One-off,Packaging,Paid,1,5,3493.78,Normal,2026-04-21 21:47:39.498615,2026-04-22 09:47:39.498615
JOB_07923,T_100959,S_503717,Part-time,Logistics,Paid,1,1,3597.77,Normal,2026-02-15 21:47:39.501615,2026-02-16 16:47:39.501615
JOB_07924,T_100730,S_504169,Full-time,Heavy Lifting,Paid,5,1,6233.39,Rainy_Day,2026-03-09 21:47:39.503865,2026-03-10 01:47:39.503865
JOB_07925,T_100589,S_502500,On-call,Driving,Paid,3,4,3143.69,Normal,2026-03-18 21:47:39.506017,2026-03-19 13:47:39.506017
JOB_07926,T_100684,S_500908,Full-time,Logistics,Paid,4,5,5887.41,Normal,2026-02-19 21:47:39.508148,2026-02-20 20:47:39.508148
JOB_07927,T_100643,S_504104,On-call,Packaging,Paid,1,5,7539.91,Fuel_Scarcity,2026-04-21 21:47:39.510276,2026-04-22 11:47:39.510276
JOB_07928,T_100325,S_503593,Part-time,Driving,Paid,5,3,8664.85,Fuel_Scarcity,2026-03-08 21:47:39.512560,2026-03-09 06:47:39.512560
JOB_07929,T_100492,S_503940,Part-time,Heavy Lifting,Paid,2,1,10613.17,Fuel_Scarcity,2026-03-28 21:47:39.514687,2026-03-29 06:47:39.514687
JOB_07930,T_100033,S_500504,Part-time,Heavy Lifting,Paid,2,3,10065.14,Rainy_Day,2026-02-16 21:47:39.517280,2026-02-17 03:47:39.517280
JOB_07931,T_100123,S_500025,On-call,Logistics,Paid,3,5,5139.12,Fuel_Scarcity,2026-05-08 21:47:39.519719,2026-05-09 15:47:39.519719
JOB_07932,T_100796,S_500557,On-call,Driving,Paid,1,2,8496.65,Fuel_Scarcity,2026-03-03 21:47:39.521881,2026-03-04 11:47:39.521881
JOB_07933,T_100602,S_504851,Full-time,Stock Counting,Paid,2,3,5299.19,Fuel_Scarcity,2026-04-20 21:47:39.524008,2026-04-21 19:47:39.524008
JOB_07934,T_100126,S_500397,Part-time,Stock Counting,Paid,5,3,8954.01,Normal,2026-03-11 21:47:39.525821,2026-03-12 04:47:39.525821
JOB_07935,T_100096,S_503745,One-off,Packaging,Paid,5,2,8331.71,Normal,2026-02-24 21:47:39.527892,2026-02-25 21:47:39.527892
JOB_07936,T_100787,S_503581,On-call,Sales,Paid,3,2,6194.95,Normal,2026-04-28 21:47:39.529861,2026-04-29 12:47:39.529861
JOB_07937,T_100949,S_500508,Part-time,Packaging,Paid,3,4,6971.12,Rainy_Day,2026-04-28 21:47:39.531668,2026-04-29 17:47:39.531668
JOB_07938,T_100637,S_504852,Full-time,Sales,Paid,3,1,6459.57,Fuel_Scarcity,2026-03-12 21:47:39.534309,2026-03-13 12:47:39.534309
JOB_07939,T_100334,S_504043,Part-time,Heavy Lifting,Paid,4,5,5920.26,Normal,2026-05-02 21:47:39.536538,2026-05-03 17:47:39.536538
JOB_07940,T_100823,S_502323,On-call,Sales,Paid,2,3,3423.25,Normal,2026-02-13 21:47:39.538649,2026-02-14 17:47:39.538649
JOB_07941,T_100129,S_503248,Part-time,Stock Counting,Paid,1,3,10078.73,Normal,2026-05-01 21:47:39.540755,2026-05-02 11:47:39.540755
JOB_07942,T_100399,S_504260,On-call,Driving,Paid,5,3,4851.34,Rainy_Day,2026-02-13 21:47:39.542882,2026-02-14 20:47:39.542882
JOB_07943,T_100300,S_501535,One-off,Stock Counting,Paid,1,4,7580.3,Fuel_Scarcity,2026-04-12 21:47:39.546406,2026-04-13 14:47:39.546406
JOB_07944,T_100418,S_502411,On-call,Driving,Paid,2,3,5857.83,Normal,2026-04-09 21:47:39.548240,2026-04-10 14:47:39.548240
JOB_07945,T_100936,S_500089,Part-time,Sales,Paid,4,4,7284.8,Fuel_Scarcity,2026-05-06 21:47:39.550786,2026-05-07 18:47:39.550786
JOB_07946,T_100169,S_502585,One-off,Heavy Lifting,Paid,1,1,4997.75,Normal,2026-03-04 21:47:39.553346,2026-03-05 20:47:39.553346
JOB_07947,T_100367,S_502463,On-call,Driving,Paid,4,1,10742.71,Normal,2026-02-17 21:47:39.555518,2026-02-18 19:47:39.555518
JOB_07948,T_100333,S_502075,On-call,Stock Counting,Paid,5,4,7537.96,Normal,2026-02-18 21:47:39.557637,2026-02-19 02:47:39.557637
JOB_07949,T_100634,S_503185,On-call,Sales,Paid,3,2,11155.25,Fuel_Scarcity,2026-02-27 21:47:39.559676,2026-02-28 19:47:39.559676
JOB_07950,T_100912,S_500304,Full-time,Heavy Lifting,Paid,1,1,9065.17,Rainy_Day,2026-04-21 21:47:39.561477,2026-04-22 14:47:39.561477
JOB_07951,T_100089,S_504143,Part-time,Sales,Paid,5,4,10496.72,Normal,2026-04-15 21:47:39.563268,2026-04-16 01:47:39.563268
JOB_07952,T_100652,S_501803,Full-time,Heavy Lifting,Paid,2,2,8917.36,Normal,2026-03-17 21:47:39.565133,2026-03-18 09:47:39.565133
JOB_07953,T_100681,S_503375,Part-time,Stock Counting,Paid,4,3,2676.27,Normal,2026-05-11 21:47:39.567808,2026-05-12 20:47:39.567808
JOB_07954,T_100825,S_500633,Part-time,Sales,Paid,3,2,11137.77,Rainy_Day,2026-05-08 21:47:39.569994,2026-05-09 19:47:39.569994
JOB_07955,T_100333,S_501752,On-call,Logistics,Paid,4,4,2914.12,Fuel_Scarcity,2026-04-18 21:47:39.572102,2026-04-19 01:47:39.572102
JOB_07956,T_100431,S_504228,Full-time,Heavy Lifting,Paid,2,1,3733.47,Fuel_Scarcity,2026-04-09 21:47:39.574308,2026-04-10 05:47:39.574308
JOB_07957,T_100594,S_500434,On-call,Stock Counting,Paid,2,2,6437.86,Fuel_Scarcity,2026-04-21 21:47:39.576526,2026-04-22 14:47:39.576526
JOB_07958,T_100899,S_504525,On-call,Logistics,Paid,2,2,5910.78,Normal,2026-05-01 21:47:39.578627,2026-05-02 13:47:39.578627
JOB_07959,T_100160,S_504811,One-off,Logistics,Paid,3,3,2515.28,Normal,2026-04-05 21:47:39.580722,2026-04-06 09:47:39.580722
JOB_07960,T_100994,S_501458,Part-time,Packaging,Paid,2,4,10276.46,Fuel_Scarcity,2026-04-27 21:47:39.582853,2026-04-28 04:47:39.582853
JOB_07961,T_100409,S_504402,One-off,Logistics,Paid,1,4,6850.49,Normal,2026-04-08 21:47:39.585849,2026-04-09 10:47:39.585849
JOB_07962,T_100061,S_501932,Full-time,Packaging,Paid,2,3,7051.45,Normal,2026-05-03 21:47:39.588038,2026-05-04 21:47:39.588038
JOB_07963,T_100582,S_500557,Part-time,Stock Counting,Paid,5,5,3538.01,Fuel_Scarcity,2026-03-21 21:47:39.590339,2026-03-22 17:47:39.590339
JOB_07964,T_100787,S_500624,Part-time,Driving,Paid,5,3,11952.14,Rainy_Day,2026-02-27 21:47:39.592166,2026-02-28 17:47:39.592166
JOB_07965,T_100029,S_501778,Full-time,Logistics,Paid,5,2,8026.98,Normal,2026-03-21 21:47:39.593983,2026-03-22 03:47:39.593983
JOB_07966,T_100241,S_503915,Full-time,Heavy Lifting,Paid,4,4,8879.98,Normal,2026-02-16 21:47:39.595775,2026-02-17 07:47:39.595775
JOB_07967,T_100592,S_501244,One-off,Stock Counting,Paid,4,4,11417.36,Rainy_Day,2026-03-07 21:47:39.597573,2026-03-08 06:47:39.597573
JOB_07968,T_100100,S_504770,On-call,Driving,Paid,3,4,7967.39,Normal,2026-03-28 21:47:39.599650,2026-03-29 04:47:39.599650
JOB_07969,T_100590,S_504604,On-call,Logistics,Paid,5,3,4588.27,Fuel_Scarcity,2026-03-24 21:47:39.602589,2026-03-25 04:47:39.602589
JOB_07970,T_100880,S_504438,Part-time,Heavy Lifting,Paid,3,2,10994.6,Rainy_Day,2026-04-26 21:47:39.604780,2026-04-27 15:47:39.604780
JOB_07971,T_100638,S_500626,Full-time,Packaging,Paid,1,3,10621.8,Rainy_Day,2026-04-17 21:47:39.606949,2026-04-18 15:47:39.606949
JOB_07972,T_100980,S_502906,Full-time,Driving,Paid,4,3,2649.32,Fuel_Scarcity,2026-03-16 21:47:39.608736,2026-03-17 04:47:39.608736
JOB_07973,T_100858,S_500373,Part-time,Packaging,Paid,1,1,11965.01,Rainy_Day,2026-02-22 21:47:39.610519,2026-02-23 13:47:39.610519
JOB_07974,T_100116,S_504789,Part-time,Driving,Paid,2,4,9036.79,Normal,2026-04-28 21:47:39.612298,2026-04-29 06:47:39.612298
JOB_07975,T_100407,S_501916,Full-time,Heavy Lifting,Paid,2,5,2286.05,Rainy_Day,2026-04-11 21:47:39.614081,2026-04-12 20:47:39.614081
JOB_07976,T_100385,S_503802,Full-time,Packaging,Paid,2,1,5815.48,Normal,2026-02-11 21:47:39.615982,2026-02-12 04:47:39.615982
JOB_07977,T_100883,S_500202,Part-time,Sales,Paid,1,1,11204.69,Rainy_Day,2026-04-02 21:47:39.618866,2026-04-03 06:47:39.618866
JOB_07978,T_100324,S_500232,Full-time,Logistics,Paid,2,2,6934.66,Normal,2026-04-06 21:47:39.621071,2026-04-07 02:47:39.621071
JOB_07979,T_100859,S_502347,One-off,Logistics,Paid,2,3,8033.69,Normal,2026-02-23 21:47:39.624350,2026-02-24 19:47:39.624350
JOB_07980,T_100451,S_503817,One-off,Heavy Lifting,Paid,3,2,4430.11,Rainy_Day,2026-04-21 21:47:39.626212,2026-04-22 16:47:39.626212
JOB_07981,T_100410,S_504673,Part-time,Driving,Paid,3,1,5311.59,Normal,2026-04-17 21:47:39.627999,2026-04-18 01:47:39.627999
JOB_07982,T_100638,S_501921,Part-time,Stock Counting,Paid,5,5,5297.83,Rainy_Day,2026-03-09 21:47:39.629775,2026-03-10 01:47:39.629775
JOB_07983,T_100361,S_502958,Full-time,Driving,Paid,3,5,6284.72,Normal,2026-04-21 21:47:39.631560,2026-04-22 18:47:39.631560
JOB_07984,T_100270,S_504481,On-call,Logistics,Paid,1,5,4205.69,Normal,2026-03-02 21:47:39.634047,2026-03-03 09:47:39.634047
JOB_07985,T_100687,S_504018,One-off,Logistics,Paid,1,4,7245.26,Normal,2026-02-16 21:47:39.636583,2026-02-17 07:47:39.636583
JOB_07986,T_100408,S_500786,Part-time,Logistics,Paid,5,1,11252.97,Normal,2026-03-30 21:47:39.638885,2026-03-31 19:47:39.638885
JOB_07987,T_100803,S_503144,On-call,Sales,Paid,2,3,8914.53,Normal,2026-02-17 21:47:39.641007,2026-02-18 08:47:39.641007
JOB_07988,T_100732,S_504597,One-off,Logistics,Paid,1,5,11894.25,Fuel_Scarcity,2026-02-25 21:47:39.643142,2026-02-26 01:47:39.643142
JOB_07989,T_100226,S_500467,On-call,Heavy Lifting,Paid,3,1,7278.26,Fuel_Scarcity,2026-04-30 21:47:39.646067,2026-05-01 19:47:39.646067
JOB_07990,T_100821,S_501582,One-off,Sales,Paid,1,1,9427.7,Fuel_Scarcity,2026-03-18 21:47:39.649008,2026-03-19 08:47:39.649008
JOB_07991,T_100829,S_500474,On-call,Driving,Paid,3,3,6417.65,Rainy_Day,2026-04-10 21:47:39.653478,2026-04-11 09:47:39.653478
JOB_07992,T_100564,S_502637,Full-time,Stock Counting,Paid,3,5,4676.77,Normal,2026-03-29 21:47:39.655751,2026-03-30 11:47:39.655751
JOB_07993,T_100644,S_503776,On-call,Driving,Paid,3,2,11889.18,Normal,2026-04-28 21:47:39.657805,2026-04-29 05:47:39.657805
JOB_07994,T_100613,S_500320,One-off,Logistics,Paid,2,4,5068.95,Rainy_Day,2026-03-01 21:47:39.660151,2026-03-02 17:47:39.660151
JOB_07995,T_100725,S_500272,One-off,Logistics,Paid,2,4,2349.35,Normal,2026-04-06 21:47:39.662267,2026-04-07 14:47:39.662267
JOB_07996,T_100652,S_500877,Part-time,Driving,Paid,5,2,3994.08,Normal,2026-03-20 21:47:39.664416,2026-03-21 11:47:39.664416
JOB_07997,T_100875,S_502446,Full-time,Logistics,Paid,4,5,7271.32,Normal,2026-03-15 21:47:39.667943,2026-03-16 01:47:39.667943
JOB_07998,T_100720,S_503424,Full-time,Stock Counting,Paid,2,5,10860.07,Fuel_Scarcity,2026-02-12 21:47:39.671500,2026-02-13 06:47:39.671500
